"SegID","split_fID","NHDPlID","WBA_P_I","StreamLeve","StreamOrde","StreamCalc","TotDASqKm","fac_cat","ele","bfh","dtf","fdep","PRISMppt30","PRISMtemp30","MAJOR1","UNIT_NAME","Reclass","dtb_cm","MUKEY","AREASYM","SPATIAL","MUSYM","taxordr","txprtsz","kwfact","ph1t12_","side_slope_1","side_slope_2","mean_slope","v_wid","vf_wid","v_vf_ratio","geom_len","CntLn_Len_m","ch_sinu","meanders","wavelength","mean_meander_length","v_ln_KM","rise_m","v_slope_precent","V_sinu"
"15001300066840_1",305,15001300222030,NA,5,1,1,0.3851,0.1395,4992,0.197206938880771,0.788827755523082,5070.88277555231,1374.11706542969,17.4270648956299,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1347.73425292969,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,1.7061,3.3685,2.5373,241.574,57.9541576157464,0.239902297497853,791.922547262276,684.615678640145,1.15674030258155,1,0.5,684.615678640145,1.58431603,34,2.147,1.26
"15001300066840_1",306,15001300222030,NA,5,1,1,0.3851,0.3643,4153,0.241943855684714,0.967775422738858,4249.77754227389,1373.62634277344,17.4456825256348,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1494.76135253906,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.0736,0.0782,0.0759,263.677,263.67729662603,1.00000112495982,791.922547262459,735.615923856201,1.07654350807292,2,1,367.8079619281,1.58431603,34,2.147,1.26
"15001300066866_1",992,15001300312083,NA,5,2,2,0.81479998,0.75709998,3673,0.282736654929619,1.13094661971847,3786.09466197185,1373.71887207031,17.5060024261475,"Shale","Pottsville Formation (upper part)","Bedrock",1216.48767089844,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,2.0204,0.8809,1.45065,366.103,108.596860687364,0.296629256486192,730.323497514168,624.60187909565,1.16926240851467,1,0.5,624.60187909565,0.73027719,4.11,0.563,1.169
"15001300066866_3",993,15001300312084,NA,5,1,1,0.2068,0.1288,4903,0.193883350118831,0.775533400475323,4980.55334004753,1372.85461425781,17.490119934082,"Shale","Pottsville Formation (upper part)","Bedrock",1406.82397460938,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,6.0756,5.7822,5.9289,170.115,18.9166910649985,0.111199430179575,913.501791997542,722.149295043845,1.26497636744502,1,0.5,722.149295043845,0.914,33.86,3.707,1.265
"15001300068426_1",994,15001300313516,NA,7,1,1,0.61869998,0.55049998,11798,0.264182619182358,1.05673047672943,11903.6730476729,1406.59521484375,17.25,"Shale","Pottsville Formation (upper part)","Bedrock",1182.63146972656,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,8.9405,10.0288,9.48465,739.951,49.351466163992,0.0666955868212787,887.951900302699,867.804359384652,1.02321668553536,2,1,433.902179692326,0.888,14.17,1.596,1.023
"15001300068474_1",307,15001300222337,NA,6,2,2,1.93940001,1.50780001,5748,0.327422926003082,1.30969170401233,5878.96917040123,1375.58630371094,17.3142166137695,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1091.4736328125,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,12.1199,10.0599,11.0899,814.808,39.5888391841744,0.0485867089966893,597.024651739879,587.525676177137,1.01616776244495,1,0.5,587.525676177137,1.194,7.55,0.632,1.047
"15001300068474_1",308,15001300222337,NA,6,2,2,1.93940001,1.82160001,5292,0.340877436984319,1.36350974793728,5428.35097479373,1375.58630371094,17.3142166137695,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1198.90551757812,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,7.6785,0.0955,3.887,367.613,152.829926034675,0.415735912589258,597.024651739827,560.399008792988,1.06535636639637,1,0.5,560.399008792988,1.194,7.55,0.632,1.047
"15001300068474_2",995,15001300222441,NA,6,2,2,1.1161,0.8186,6195,0.287479357415277,1.14991742966111,6309.99174296611,1375.99658203125,17.3081245422363,"Shale","Parkwood Formation and Floyd Shale undifferentiated","Bedrock",1091.4736328125,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,20,17.5001,18.75005,366.334,38.4696248368396,0.105012433562922,424.411885174561,412.828050715127,1.028059707763,1,0.5,412.828050715127,0.424,4.9,1.155,1.028
"15001300068474_3",996,15001300222443,NA,6,1,1,0.68499997,0.34929997,6880,0.239786756812475,0.9591470272499,6975.91470272499,1375.99658203125,17.3081245422363,"Shale","Parkwood Formation and Floyd Shale undifferentiated","Bedrock",999.487121582031,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.7776,18.4278,12.1027,904.636,29.5395162862011,0.0326534830431257,695.09374696687,648.369649391611,1.0720639801988,1,0.5,648.369649391611,0.695,17.12,2.463,1.072
"15001300068484_1",997,15001300348699,NA,5,2,2,0.79859998,0.79129998,4499,0.285409937001823,1.14163974800729,4613.16397480073,1373.79125976562,17.3926315307617,"Shale","Parkwood Formation and Floyd Shale undifferentiated","Bedrock",1138.55627441406,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,11.8649,0.8967,6.3808,392.878,235.205979572335,0.598674345655228,260.096340392885,196.16656207914,1.32589539030588,1,0.5,196.16656207914,0.26002921,1.29,0.496,1.326
"15001300068484_3",998,15001300294224,NA,5,1,1,0.3674,0.2782,5419,0.228440260922558,0.913761043690233,5510.37610436902,1373.79125976562,17.3926315307617,"Shale","Pottsville Formation (upper part)","Bedrock",1146.4228515625,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,7.9542,14.2581,11.10615,485.422,29.7607887260083,0.0613091057389411,758.652256093172,736.401018093721,1.03021619668187,3,1.5,245.46700603124,0.759,21.85,2.88,1.03
"15001300070338_1",999,15001300349613,NA,7,1,1,0.4834,0.4688,10265,0.255295751384437,1.02118300553775,10367.1183005538,1403.94787597656,17.2458190917969,"Shale","Pottsville Formation (upper part)","Bedrock",1069.01062011719,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,1.2922,5.265,3.2786,206.413,65.2625548112166,0.316174634403921,290.671699362884,264.330263533868,1.09965349966687,1,0.5,264.330263533868,0.291,11.28,3.881,1.1
"15001300070365_1",309,15001300349425,NA,6,2,2,2.04060001,1.43760001,8917,0.32411475811704,1.29645903246816,9046.64590324682,1388.11181640625,17.324893951416,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1095.65466308594,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.5952,6.0189,6.30705,998.789,79.0571989102208,0.0791530532577159,665.235499949251,612.575782277992,1.08596441321175,3,1.5,204.191927425997,1.33,12.48,0.938,1.074
"15001300070365_1",310,15001300349425,NA,6,2,2,2.04060001,1.96310001,8357,0.34635260827068,1.38541043308272,8495.54104330827,1390.91577148438,17.3313636779785,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1115.15307617188,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.9152,7.7767,7.34595,571.717,39.3398377939555,0.0688099842998467,665.235499949049,632.179987685076,1.05228813456278,5,2.5,126.435997537015,1.33,12.48,0.938,1.074
"15001300070365_2",1000,15001300276802,NA,6,1,1,0.52070001,0.21470001,10101,0.216175161922925,0.864700647691702,10187.4700647692,1387.77368164062,17.3083038330078,"Dolostone","Copper Ridge Dolomite","Bedrock",1095.65466308594,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,3.2266,11.0072,7.1169,561.755,39.3938355545402,0.0701263639033746,942.742968218133,815.890545059471,1.15547725602019,3,1.5,271.963515019824,0.943,31.51,3.342,1.155
"15001300070366_1",1001,15001300349420,NA,7,2,2,0.66319999,0.66319999,8303,0.274873536689502,1.09949414675801,8412.9494146758,1388.7236328125,17.2792358398438,"Dolostone","Copper Ridge Dolomite","Bedrock",1428.86877441406,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.4222,5.0506,2.7364,160.898,62.8892014490233,0.39086378605715,99.8453567015538,99.6626790571041,1.00183295940043,1,0.5,99.6626790571041,0.1,1.31999999999999,1.322,1.002
"15001300070366_2",1002,15001300349422,NA,7,1,1,0.27779999,0.27779999,9836,0.228370261216428,0.913481044865711,9927.34810448657,1390.02770996094,17.2751426696777,"Dolostone","Copper Ridge Dolomite","Bedrock",1337.47741699219,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,14.0923,20.0959,17.0941,334.91,29.4040898942142,0.0877969899203196,877.409543851193,745.96731813237,1.17620373242075,1,0.5,745.96731813237,0.877,45.82,5.222,1.176
"15001300070381_1",1003,15001300349334,NA,6,2,2,1.3658,1.3658,6965,0.320596949793295,1.28238779917318,7093.23877991732,1386.04467773438,17.3446407318115,"Dolostone","Copper Ridge Dolomite","Bedrock",1198.3388671875,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,1.2077,0.7589,0.9833,56.126,56.1258901587818,0.999998042953031,52.6539432517355,52.6466420687974,1.00013868278491,1,0.5,52.6466420687974,0.053,1.90000000000001,3.608,1
"15001300070381_2",311,15001300349336,NA,6,1,1,0.72379999,0.33429999,8182,0.237555487624165,0.950221950496659,8277.02219504967,1388.00842285156,17.329496383667,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1075.77856445312,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,10.9086,9.3651,10.13685,560.974,39.2961215289797,0.0700498089554591,837.736747701844,796.820133740478,1.05134987461887,2,1,398.410066870239,1.675,22.93,1.369,1.284
"15001300070381_2",312,15001300349336,NA,6,1,1,0.72379999,0.65539999,7766,0.274181744804456,1.09672697921782,7875.67269792178,1388.00842285156,17.329496383667,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1198.3388671875,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,4.0686,6.4109,5.23975,384.445,126.240669631417,0.328371209487486,837.736747701771,674.792625808582,1.24147288464799,2,1,337.396312904291,1.675,22.93,1.369,1.284
"15001300070382_1",1004,15001300349332,NA,5,2,2,0.78269999,0.78269999,6200,0.284746399623513,1.13898559849405,6313.89855984941,1384.31433105469,17.3412685394287,"Dolostone","Copper Ridge Dolomite","Bedrock",1199.50927734375,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.1226,0.2408,0.1817,73.844,73.8438708870682,0.999998251544719,61.2843721760475,59.9105684340107,1.02293090815104,1,0.5,59.9105684340107,0.061,1.34999999999999,2.203,1.023
"15001300070382_2",313,15001300222762,NA,5,1,1,0.54929999,0.33799999,7782,0.238113076301146,0.952452305204583,7877.24523052046,1384.27722167969,17.3189716339111,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1227.56188964844,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,11.2541,11.8203,11.5372,733.279,158.587791263643,0.216272102792584,596.583244551881,581.090539848218,1.02666142991712,2,1,290.545269924109,1.193,21.28,1.783,1.094
"15001300070382_2",314,15001300222762,NA,5,1,1,0.54929999,0.51819999,6943,0.260802041165422,1.04320816466169,7047.32081646617,1384.31433105469,17.3412685394287,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1199.50927734375,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,8.1102,0.5319,4.32105,190.274,66.1014535544267,0.347401397744446,596.583244551772,562.027883520172,1.06148335704479,2,1,281.013941760086,1.193,21.28,1.783,1.094
"15001300070383_1",315,15001300349331,NA,7,1,1,0.74509999,0.30219999,8689,0.232502181783008,0.930008727132032,8782.0008727132,1385.69897460938,17.3104343414307,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1133.30578613281,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,8.9024,9.0103,8.95635,874.607,39.742356497316,0.0454402451584724,825.210451394578,784.967633009188,1.05126685062302,4,2,196.241908252297,2.475,35.06,1.416,1.042
"15001300070383_1",316,15001300349330,NA,7,1,1,1.61019998,0.91809998,7776,0.294589882759355,1.17835953103742,7893.83595310374,1386.97766113281,17.3049831390381,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1133.30578613281,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,12.9469,5.2652,9.10605,750.154,69.1263881261723,0.0921495961178269,825.210451394363,774.514537467112,1.06545508376517,3,1.5,258.171512489037,2.475,35.06,1.416,1.042
"15001300070383_1",317,15001300349330,NA,7,1,1,1.61019998,1.49049998,7175,0.326619106129278,1.30647642451711,7305.64764245171,1385.44213867188,17.3230743408203,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",938.432678222656,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,5.0596,4.3851,4.72235,470.458,78.4685035633866,0.166791729683386,825.210451394498,816.738406089825,1.01037302181641,1,0.5,816.738406089825,2.475,35.06,1.416,1.042
"15001300070400_1",318,15001300349215,NA,6,2,2,1.92979998,1.58259998,6872,0.33081705826429,1.32326823305716,7004.32682330572,1382.88708496094,17.3226776123047,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1216.7421875,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,5.413,7.7511,6.58205,650.636,88.6868652959312,0.136307959129116,623.313840573896,622.800176781241,1.00082476500779,1,0.5,622.800176781241,1.247,8.36,0.671,1.153
"15001300070400_1",319,15001300349215,NA,6,2,2,1.92979998,1.89609998,6473,0.34380024778143,1.37520099112572,6610.52009911257,1382.88708496094,17.3226776123047,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",993.662109375,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.22,2.9365,1.57825,350.063,180.618648886034,0.515960409657787,623.313840573797,462.117606610633,1.34882080158219,3,1.5,154.039202203544,1.247,8.36,0.671,1.153
"15001300070400_2",1005,15001300222761,NA,6,1,1,0.72389999,0.51069999,7701,0.259993441015993,1.03997376406397,7804.9973764064,1383.77990722656,17.2809963226318,"Dolostone","Copper Ridge Dolomite","Bedrock",1216.7421875,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,9.6177,9.7107,9.6642,817.495,39.8880961377101,0.0487930765787071,942.834280242104,878.687561458366,1.07300287564931,3,1.5,292.895853819455,0.943,18.43,1.955,1.073
"15001300070417_1",1006,15001300349124,NA,8,1,1,0.1839,0.1839,9097,0.209161714494244,0.836646857976976,9180.6646857977,1374.82189941406,17.3099994659424,"Dolostone","Copper Ridge Dolomite","Bedrock",1348.33374023438,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.0989,11.6353,8.3671,195.074,91.9447171753678,0.471332505486984,164.050201376782,161.895753691489,1.01330762318448,1,0.5,161.895753691489,0.164,5.00999999999999,3.054,1.013
"15001300070418_1",1007,15001300349116,NA,8,2,2,2.8161,2.7315,7280,0.371599439290299,1.48639775716119,7428.63977571612,1379.1650390625,17.2722816467285,"Dolostone","Copper Ridge Dolomite","Bedrock",951.490966796875,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,18.0373,12.0518,15.04455,883.972,79.2944635447262,0.0897024606488964,651.809271537455,636.751546027059,1.02364772508893,1,0.5,636.751546027059,0.652,4.95,0.759,1.024
"15001300070418_2",320,15001300258501,NA,8,1,1,1.90169998,0.32579998,10650,0.236255902950262,0.94502361180105,10744.5023611801,1377.68334960938,17.239049911499,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1086.78796386719,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.3314,10.4037,7.86755,926.683,19.7155279742599,0.0212753746149005,851.100212931574,775.469913571776,1.09752834769752,2,1,387.734956785888,2.553,44.59,1.746,1.351
"15001300070418_2",321,15001300258501,NA,8,1,1,1.90169998,1.15519998,8778,0.309362759716479,1.23745103886592,8901.74510388659,1377.68334960938,17.239049911499,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1033.75073242188,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,13.2376,12.32,12.7788,878.704,49.3852608359464,0.0562023853720325,851.100212931613,815.303676746977,1.04390577058043,1,0.5,815.303676746977,2.553,44.59,1.746,1.351
"15001300070418_2",322,15001300258501,NA,8,1,1,1.90169998,1.66349998,7885,0.334348721760262,1.33739488704105,8018.7394887041,1378.55346679688,17.2497386932373,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",976.430358886719,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,9.2084,13.7534,11.4809,510.097,59.1785696276409,0.116014345561022,851.100212931586,791.085031810929,1.07586438714846,2,1,395.542515905465,2.553,44.59,1.746,1.351
"15001300070430_1",323,15001300258402,NA,6,1,1,0.6762,0.3107,7400,0.233879910469773,0.935519641879094,7493.55196418791,1377.90795898438,17.2995510101318,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",975.70849609375,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,18.5696,13.2084,15.889,714.478,49.5712843370281,0.0693811206741539,700.589332384638,679.238024648643,1.03143420562628,2,1,339.619012324321,2.102,30.39,1.446,1.398
"15001300070430_1",324,15001300258402,NA,6,1,1,0.6762,0.6762,6340,0.276012425268797,1.10404970107519,6450.40497010752,1378.6923828125,17.360559463501,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",975.70849609375,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,1.321,7.5192,4.4201,1037.524,58.8183352881485,0.0566910599544188,700.589332384513,516.332727442254,1.35685633536151,1,0.5,516.332727442254,2.102,30.39,1.446,1.398
"15001300070430_1",325,15001300349018,NA,6,1,1,1.31060002,1.03780002,5484,0.302380902409494,1.20952360963797,5604.9523609638,1378.6923828125,17.360559463501,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1056.0625,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,6.0248,0.511,3.2679,674.78,184.800068366556,0.273867139462575,700.589332384549,650.267014723252,1.07738716023096,3,1.5,216.755671574417,2.102,30.39,1.446,1.398
"15001300070456_1",326,15001300276194,NA,5,1,1,0.38809999,0.18389999,5348,0.209161712071785,0.83664684828714,5431.66468482871,1374.20385742188,17.3503971099854,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1161.38940429688,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,1.0207,9.4214,5.22105,424.439,230.971658159734,0.544181044059887,588.22679101819,550.395521671571,1.06873469688075,3,1.5,183.465173890524,1.17677617,26.55,2.257,1.285
"15001300070456_1",327,15001300276194,NA,5,1,1,0.38809999,0.28189999,4598,0.229084013903494,0.916336055613976,4689.6336055614,1374.20385742188,17.3503971099854,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1066.82458496094,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.0324,0.1419,0.08715,269.767,269.767412703416,1.00000152985138,588.226791018075,503.704843195234,1.16780054622203,2,1,251.852421597617,1.17677617,26.55,2.257,1.285
"15001300070482_1",328,15001300258092,NA,7,1,1,0.53030001,0.36150001,6668,0.241546575333155,0.966186301332622,6764.61863013326,1374.54504394531,17.3291416168213,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1281.33117675781,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,23.0599,23.1189,23.0894,529.508,29.4046165668773,0.0555319590391029,752.141087402233,733.550997182361,1.02534260097973,4,2,183.38774929559,2.257,31.7,1.405,1.186
"15001300070482_1",329,15001300348589,NA,7,1,1,1.40189998,0.88959998,5510,0.292617825993687,1.17047130397475,5627.04713039747,1374.28015136719,17.3885402679443,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1236.34680175781,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,22.1468,13.3196,17.7332,638.84,58.9548209080125,0.0922841727318461,752.141087402106,695.75257760474,1.08104678532632,5,2.5,139.150515520948,2.257,31.7,1.405,1.186
"15001300070482_1",330,15001300348589,NA,7,1,1,1.40189998,1.19709998,4818,0.311719382800756,1.24687753120302,4942.6877531203,1374.28015136719,17.3885402679443,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1031.70251464844,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,7.6998,0.3687,4.03425,593.954,144.055538584102,0.242536524013815,752.141087402085,606.213731230996,1.24071931837434,1,0.5,606.213731230996,2.257,31.7,1.405,1.186
"15001300073296_1",1008,15001300331536,NA,5,2,2,2.10650001,2.09860001,11283,0.351311782248842,1.40524712899537,11423.5247128995,1419.04675292969,17.2549438476562,"Dolostone","Copper Ridge Dolomite","Bedrock",1229.29528808594,657766,"US",3,"s110","Ultisols","fine",0.28,4.82,7.0584,10.3081,8.68325,268.118,39.7162159883993,0.148129614529421,261.52296806257,245.861091438413,1.06370213575693,2,1,122.930545719206,0.262,1.81,0.692,1.064
"15001300073296_2",331,15001300331537,NA,5,1,1,1.31000001,0.34780001,12599,0.2395670676731,0.9582682706924,12694.8268270692,1423.06323242188,17.2654819488525,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1224.64123535156,657935,"US",3,"s58","Ultisols","fine",0.26,4.84,9.048,13.8699,11.45895,622.884,39.5100357006956,0.0634308084662563,825.153235858393,811.924554750437,1.01629299302571,4,2,202.981138687609,1.65,23.94,1.451,1.155
"15001300073296_2",332,15001300331537,NA,5,1,1,1.31000001,1.07100001,11604,0.304415860878675,1.2176634435147,11725.7663443515,1420.49877929688,17.2598400115967,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1229.29528808594,657935,"US",3,"s58","Ultisols","fine",0.26,4.84,6.1289,11.1003,8.6146,684.395,58.4210921763186,0.0853616583644219,825.153235858225,734.334608617973,1.12367472018127,1,0.5,734.334608617973,1.65,23.94,1.451,1.155
"15001300073341_1",333,15001300331329,NA,5,1,1,1.23039996,0.35429996,9671,0.240513750484804,0.962055001939215,9767.20550019392,1392.18237304688,17.2949123382568,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1172.69909667969,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.4061,4.1972,5.30165,1083.876,39.4052397015281,0.0363558559295788,806.439696016,693.410252924214,1.16300515115709,1,0.5,693.410252924214,2.42,34.57,1.429,1.221
"15001300073341_1",334,15001300331329,NA,5,1,1,1.23039996,1.23039996,8604,0.31354643714871,1.25418574859484,8729.41857485948,1393.8251953125,17.3209457397461,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1127.91955566406,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,7.8175,10.5243,9.1709,691.253,39.4489296578442,0.0570687283206644,806.439696015865,764.880113492771,1.05433476670392,3,1.5,254.960037830924,2.42,34.57,1.429,1.221
"15001300073341_1",335,15001300331330,NA,5,1,1,1.84979996,1.59599996,7623,0.331411700350017,1.32564680140007,7755.56468014001,1393.8251953125,17.3209457397461,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1003.02850341797,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.649,3.5602,4.6046,500.921,117.856612017885,0.235279838573119,806.439696016086,726.343730724619,1.11027281148494,1,0.5,726.343730724619,2.42,34.57,1.429,1.221
"15001300073378_1",336,15001300222861,NA,8,1,1,0.7222,0.3161,8534,0.234739837025373,0.938959348101492,8627.89593481015,1384.07775878906,17.2755184173584,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1156.38586425781,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,11.9114,7.4832,9.6973,763.863,29.7535439634695,0.0389514140146459,949.544600249229,894.286471628518,1.06179018734353,1,0.5,894.286471628518,1.899,26.4,1.39,1.066
"15001300073378_1",337,15001300331043,NA,8,1,1,1.21439998,1.02299998,7229,0.301457204253449,1.2058288170138,7349.58288170138,1382.49206542969,17.2914295196533,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1098.97277832031,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,12.0997,13.6021,12.8509,606.126,78.2658783877799,0.129124766777502,949.54460024924,903.896011965058,1.05050203527831,1,0.5,903.896011965058,1.899,26.4,1.39,1.066
"15001300073394_1",338,15001300349123,NA,7,1,1,0.65720003,0.39470003,8347,0.246109570958222,0.984438283832889,8445.44382838329,1375.72692871094,17.3106594085693,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1285.19311523438,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.3755,11.3882,8.88185,790.499,49.3065433740732,0.0623739478153333,737.041314492922,730.850662939793,1.00847047402027,2,1,365.425331469896,1.474,16.95,1.15,1.026
"15001300073394_1",339,15001300330938,NA,7,1,1,1.0917,1.007,7649,0.300446708523762,1.20178683409505,7769.1786834095,1377.27099609375,17.337272644043,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1364.64477539062,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,9.6389,8.5594,9.09915,596.597,69.6142047446154,0.116685475697356,737.041314492946,717.20768907182,1.02765394978795,1,0.5,717.20768907182,1.474,16.95,1.15,1.026
"15001300073395_1",1009,15001300330934,NA,6,1,1,0.2616,0.2616,7660,0.225466295524961,0.901865182099842,7750.18651820998,1375.71643066406,17.3373889923096,"Dolostone","Copper Ridge Dolomite","Bedrock",1163.57800292969,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,12.3638,16.9298,14.6468,341.212,39.0543998639475,0.114457873298558,330.860132338306,323.575418793159,1.02251318586658,2,1,161.787709396579,0.331,10.03,3.031,1.023
"15001300073396_1",340,15001300330932,NA,5,1,1,0.499,0.2234,6897,0.21801185506448,0.872047420257918,6984.20474202579,1378.17077636719,17.3686027526855,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1055.60388183594,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,2.3703,4.2498,3.31005,618.214,47.9359439294616,0.0775394020993727,589.198086784621,564.244569547143,1.04422464758058,1,0.5,564.244569547143,1.178,21.53,1.827,1.243
"15001300073396_1",341,15001300330932,NA,5,1,1,0.499,0.4707,5782,0.255515784696856,1.02206313878742,5884.20631387874,1378.17077636719,17.3686027526855,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1079.2236328125,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.6763,2.5593,1.6178,175.28,175.279159234948,0.999995203302991,589.198086784718,475.09279708695,1.24017474143453,1,0.5,475.09279708695,1.178,21.53,1.827,1.243
"15001300073397_1",342,15001300313122,NA,6,1,1,0.27879999,0.27879999,7687,0.228545107749149,0.914180430996597,7778.41804309966,1381.77258300781,17.3141689300537,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1227.6220703125,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,9.7112,10.3987,10.05495,443.045,48.4231440007534,0.109296220475919,969.728952627594,937.31212031645,1.03458488544904,1,0.5,937.31212031645,1.94,37.19,1.918,1.079
"15001300073397_1",343,15001300330931,NA,6,1,1,0.85319996,0.73829996,6344,0.281226410462967,1.12490564185187,6456.49056418519,1380.62475585938,17.3408756256104,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1132.37524414062,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,8.4138,7.5917,8.00275,442.387,58.0120936311072,0.131134263961435,969.728952627439,961.784956791264,1.00825963826953,4,2,240.446239197816,1.94,37.19,1.918,1.079
"15001300073434_1",344,15001300240259,NA,5,1,1,0.41519999,0.14639999,5617,0.199245176379919,0.796980705519677,5696.69807055197,1374.60095214844,17.3589897155762,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1018.98626708984,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,4.466,11.8504,8.1582,387.244,38.7398322011832,0.100039851362921,666.709024141803,631.127116268409,1.05637835383112,1,0.5,631.127116268409,1.33317389,30.37,2.278,1.237
